t px py theta vx vy omega ax ay alpha 
0.0092 0.1523461371 -0.05358798075 -0.1000460423 -5.833236699 -1.642368645 -8.913019159 -1543.359205 -151.2377493 -843.8597854
0.0093 0.1517549488 -0.0537529832 -0.1009416157 -5.991979163 -1.657759135 -8.998889627 -1631.374597 -156.2305232 -871.7024248
0.0094 0.1511474473 -0.05391954624 -0.1018458969 -6.159491395 -1.673546501 -9.08699032 -1718.816398 -159.1869985 -888.5255959
0.0095 0.1505227586 -0.0540876993 -0.1027590533 -6.335713919 -1.689524958 -9.176206883 -1805.555204 -160.0401633 -893.9513757
0.0096 0.1498800147 -0.05425745105 -0.10368114 -6.520586224 -1.705485194 -9.265404374 -1891.786613 -158.8100171 -888.0734698
0.0097 0.1492183535 -0.05442878906 -0.1046120974 -6.714046701 -1.721214324 -9.353426918 -1977.325779 -155.4146876 -870.4313876
0.0098 0.1485369196 -0.0546016794 -0.1055517491 -6.916030421 -1.736495354 -9.439094679 -2062.204452 -149.8307076 -840.8808688
0.0099 0.1478348641 -0.05477606621 -0.1064997998 -7.126469114 -1.751107268 -9.521204244 -2146.453774 -142.0342309 -799.2746945
0.01 0.1471113448 -0.05495187142 -0.1074558325 -7.345293292 -1.764825651 -9.598531928 -2229.457874 -131.8456739 -744.6177521
0.0101 0.146365764 -0.05512893865 -0.1084190044 -7.563871986 -1.775426726 -9.658974007 -2107.609026 -72.41103097 -421.9240534
0.0102 0.1455990438 -0.05530674729 -0.1093864892 -7.768518426 -1.779804761 -9.685607132 -1985.554746 -15.63136998 -113.3000247
0.0103 0.1448124674 -0.0554847146 -0.1103551196 -7.961007001 -1.778645564 -9.68212606 -1864.253976 38.36687846 180.5379214
0.0104 0.1440072475 -0.05566230068 -0.1113219576 -8.141397724 -1.772227101 -9.650009389 -1743.635642 89.53621857 459.3120552
0.0105 0.1431845908 -0.05583899379 -0.1122842154 -8.309756201 -1.760834096 -9.590774562 -1623.678318 137.8366737 722.7824516
0.0106 0.142345697 -0.05601431089 -0.1132392578 -8.466148917 -1.744755078 -9.505962106 -1504.356769 183.2457886 970.802032
0.0107 0.1414917594 -0.05618779793 -0.114184605 -8.610646033 -1.724281275 -9.397129841 -1385.748583 225.7356776 1203.19205
0.0108 0.1406239637 -0.05635903003 -0.1151179333 -8.743320987 -1.699704973 -9.265844111 -1267.873937 265.3054278 1419.919127
0.0109 0.1397434887 -0.05652761152 -0.1160370755 -8.864246922 -1.671317451 -9.113668673 -1150.749421 301.9672571 1621.020424
0.011 0.1388515053 -0.05669317579 -0.1169400207 -8.973499531 -1.639408372 -8.942161448 -1034.388124 335.7452385 1806.597156
0.0111 0.1379491771 -0.05685538505 -0.1178249132 -9.071156705 -1.60426466 -8.752868434 -918.7998163 366.6737542 1976.806614
0.0112 0.1370376598 -0.05701393 -0.1186900507 -9.157295042 -1.566168977 -8.547315399 -804.0968583 394.7776245 2131.75415
0.0113 0.1361181013 -0.0571685294 -0.1195338827 -9.231992722 -1.525399495 -8.327006605 -690.0716029 420.1441159 2271.886475
0.0114 0.1351916418 -0.05731892958 -0.1203550078 -9.295329218 -1.482229187 -8.093420819 -576.8308402 442.8114583 2397.383647
0.0115 0.1342594135 -0.05746490382 -0.121152171 -9.347381865 -1.436924718 -7.848005216 -464.3730374 462.8416226 2508.556453
0.0116 0.1333225407 -0.05760625179 -0.1219242602 -9.388229822 -1.389746655 -7.59217634 -352.6941541 480.3011999 2605.74231
0.0117 0.1323821403 -0.05774279888 -0.1226703037 -9.417949631 -1.340948409 -7.327314218 -241.7879392 495.2600909 2689.298305
0.0118 0.131439321 -0.05787439543 -0.1233894654 -9.436618153 -1.290776416 -7.054763157 -131.6459641 507.7911841 2759.599589
0.0119 0.1304951843 -0.05800091609 -0.1240810422 -9.444312343 -1.239469835 -6.775829928 -22.30993059 517.962897 2816.998717
0.012 0.1295508238 -0.05812225904 -0.1247444595 -9.441105932 -1.187259939 -6.491780233 86.28478407 525.8594377 2861.936501
0.0121 0.1286073259 -0.05823834519 -0.1253792673 -9.427072376 -1.134370388 -6.203840012 194.2042343 531.5652551 2894.857093
0.0122 0.1276657697 -0.05834911745 -0.1259851362 -9.40228468 -1.081017093 -5.913194494 301.411989 535.1527885 2916.140993
0.0123 0.126727227 -0.05845453988 -0.126561853 -9.366812121 -1.02740776 -5.620985502 407.9252523 536.7017775 2926.210638
0.0124 0.1257927629 -0.05855459694 -0.1271093168 -9.320723224 -0.973742221 -5.328313065 513.7627004 536.2925519 2925.493689
